source,date,text,rating,url,discovery_subtheme,sentiment,pain_point
play_store,2026-06-27T02:59:41+00:00,what an absolute mess this has turned into. they'd rather Push their content and their videos and their podcast. go to my personal page now and it's all; obscure junk. new release for for me is a pain to play as it resets. the like button now doesn't mean anything Wich is confusing as I have e a liked list and playlist they were never the same thing!. videos. got them off. never asked for them. and yet still none stop pushing of the stupid video. I just want a damn music app that works.,1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Cluttered interface
play_store,2026-06-27T02:42:49+00:00,adding random songs that not even in my playlist and I didn't do any type of shuffle to make it do so I have Spotify premium already and it's not the smart shuffle it just adds random Songs when I skip,2,https://play.google.com/store/apps/details?id=com.spotify.music,discovery_features,negative,Random songs added unexpectedly
play_store,2026-06-27T02:05:34+00:00,amazing app recommended to ues,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-27T01:40:42+00:00,I updated the app recently and the crashing stopped. But now it's telling me to get premium to choose songs within my queue. I already have premium. I can still select any music I want from playlists but not within the queue. This seems to be a mistake,3,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,queue song selection issue
play_store,2026-06-27T01:18:37+00:00,It's alright but it crashes every so often when I'm listening to music and downloading music. It also crashes when I listen to audio books. Lately however it's been crashing everytime I simply change a playlist which is very annoying and of course disruptive.,2,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,App crashes frequently
play_store,2026-06-27T01:16:54+00:00,"Why can't I manually rearrange the order of my playlist anymore? I use that feature to plant! set lists to figure out the order I want. Not being able to touch and drag is annoying. I want to edit all of my list, not be constantly shuffling top to bottom. THAT is stupid! BRING BACK DRAG AND DROP! As a musician who uses the app as a tool since 2011, this app is no longer a viable option in its current state. Considering a switch to YouTube.",2,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,negative,Can't manually rearrange playlist order
play_store,2026-06-27T00:33:13+00:00,"latest widget update sucks. Why would I want to restart the last playlist I played instead of continue whatever I was listening to in my previous session. Literally nobody asked for this update, even going so far as to stop my use of the previous version of the widget",1,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Inconvenient playback restart
play_store,2026-06-27T00:24:56+00:00,good app recommended,5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-26T23:51:20+00:00,"as an application tester, song suggestions algorithm is good and I don't feel bored, because I have also tried other apps too, so this one feels good",5,https://play.google.com/store/apps/details?id=com.spotify.music,recommendation_quality,positive,none
play_store,2026-06-26T23:46:49+00:00,"why is the 3 dots next to the download button gone in albums. it's a lot harder to put songs into a playlist one by one especially when there is more than 2k songs, it starts to get laggy and sometimes it doesn't add the songs into the playlist first try, with the 'add to playlist' button it was 100% easier. I don't know if this is just a bug on my end or if it was an intended update? other than that, haven't had any other issues.",3,https://play.google.com/store/apps/details?id=com.spotify.music,search_and_navigation,negative,Missing 'add to playlist' button
play_store,2026-06-26T23:09:15+00:00,I love Spotify. It has all the music I like and I'm into a variety of music. love how they create playlists for u too. it's a great app.,5,https://play.google.com/store/apps/details?id=com.spotify.music,playlist_curation,positive,none
play_store,2026-06-26T23:08:15+00:00,"I cannot download playlists anymore, I am getting ""change your settings to allow downloads using cellular/mobile data while I am in my WiFi and even deactivated mobile data. I am sure it will work soonish again. the amount of such annoying bugs is ever rising since a couple of years. I love this app (I still don't want to use past tense) please get on track. please!!! I am changing from 5 to 1 star hopping that people's votes still have some meaning.",1,https://play.google.com/store/apps/details?id=com.spotify.music,other,negative,Download functionality not working
play_store,2026-06-26T22:58:08+00:00,Very good!! Would recommend!,4,https://play.google.com/store/apps/details?id=com.spotify.music,other,positive,none
